house_id,date,month,price,bedrooms,bathrooms,sqft_living,view,yr_built,zipcode,house_age,gender 
3969300030,20141229T000000,12,239900,4,1,1000,0,1943,98178,71,Male
4048400070,20141205T000000,12,320000,2,1,1070,0,1930,98059,84,Female
808000070,20141021T000000,10,206600,3,2,1390,0,1987,98030,27,Female
7374200030,20150416T000000,4,387000,4,1.75,2500,0,1973,98155,42,Female
7325600160,20140604T000000,6,299000,1,0.75,560,0,1967,98014,47,Male
2757000030,20140922T000000,9,855000,4,2.75,2270,0,1965,98040,49,Female
616000140,20150126T000000,1,315000,3,1,1900,0,1954,98166,61,Male
3363900111,20141203T000000,12,437500,2,1,990,2,1907,98103,107,Female
9262800171,20150324T000000,3,252000,4,1.5,1550,0,1969,98001,46,Male
6607000126,20140604T000000,6,375000,4,1.75,2200,0,1955,98118,59,Female
5416510830,20140806T000000,8,300000,4,2.5,1910,0,2005,98038,9,Male
2201500030,20141006T000000,10,420000,4,1,1750,0,1954,98006,60,Male
325059171,20140505T000000,5,900000,3,1,1330,0,1928,98033,86,Male
952003285,20140805T000000,8,679900,3,2.5,2440,2,2000,98116,14,Female
3211290370,20140605T000000,6,463000,3,2.5,1640,0,1992,98053,22,Male
